"name","synonym"
"Sailor","Sailor"
"Tie My Rope","Tie My Rope"
"The Painted Desert","The Painted Desert"
"Lament","Lament"
"I Love You","I Love You"
"Easy Love","Easy Love"
"'Til My Baby Comes Home","'Til My Baby Comes Home"
"Love Ballad","Love Ballad"
"Crazy Love","Crazy Love"
"Breathless","Breathless"
"Every Year, Every Christmas","Every Year, Every Christmas"
"Without You","Without You"
"Congo","Congo"
"Katie's Been Gone","Katie's Been Gone"
"All The Woman I Need","All The Woman I Need"
"Throw Down Your Arms","Throw Down Your Arms"
"Miss You Nights","Miss You Nights"
"Bastard In Love","Bastard In Love"
"Sweet Music Man","Sweet Music Man"
"Tonight Is So Right for Love","Tonight Is So Right for Love"
"Murder In High-Heels","Murder In High-Heels"
"Long Way Home","Long Way Home"
"See You Sometime","See You Sometime"
"Hard Lovin' Man","Hard Lovin' Man"
"Wipe Out","Wipe Out"
"Sweet Bird","Sweet Bird"
"Escalas Tropicais","Escalas Tropicais"
"Obrigado Não","Obrigado Não"
"Do It Again","Do It Again"
"The Best Thing For You","The Best Thing For You"
"Vitrine","Vitrine"
"Censura","Censura"
"Billy Davey's Daughter","Billy Davey's Daughter"
"Desejo","Desejo"
"Shake Dog Shake","Shake Dog Shake"
"Let's Pretend We're Married","Let's Pretend We're Married"
"Posso Até Me Apaixonar","Posso Até Me Apaixonar"
"Hospício","Hospício"
"Amor Sem Compromisso","Amor Sem Compromisso"
"Me Abrace","Me Abrace"
"Running Back","Running Back"
"Better Than You","Better Than You"
"Be","Be"
"Don't Lie To Me","Don't Lie To Me"
"Altered State","Altered State"
"Olê, Olá","Olê, Olá"
"Tonight","Tonight"
"Untogether","Untogether"
"Pra Te Ter Aqui","Pra Te Ter Aqui"
"Lucille","Lucille"
"Your Sweetness Is My Weakness","Your Sweetness Is My Weakness"
"Bad Religion","Bad Religion"
"Hellhound","Hellhound"
"Ace","Ace"
"Georgia On My Mind","Georgia On My Mind"
"Girls! Girls! Girls!","Girls! Girls! Girls!"
"Away In A Manger","Away In A Manger"
"I Saw Three Ships","I Saw Three Ships"
"That's Someone You Never Forget","That's Someone You Never Forget"
"Gospel Plow","Gospel Plow"
"Deity","Deity"
"Failure","Failure"
"Arrepio","Arrepio"
"Thank You for Sending Me an Angel","Thank You for Sending Me an Angel"
"A Cerca","A Cerca"
"I Wasted My Tears","I Wasted My Tears"
"California Dreamin'","California Dreamin'"
"Born Free","Born Free"
"The Piano Bird","The Piano Bird"
"Verdilac","Verdilac"
"Until It's Time For You To Go","Until It's Time For You To Go"
"Take It Easy My Brother Charles","Take It Easy My Brother Charles"
"Amolação","Amolação"
"I Get Wild / Wild Gravity","I Get Wild / Wild Gravity"
"Everybody's Wrong","Everybody's Wrong"
"Long Way Home","Long Way Home"
"How Much Love","How Much Love"
"Planos Impossíveis","Planos Impossíveis"
"I Will Be True","I Will Be True"
"Cop Cars","Cop Cars"
"Honky Tonk Down Stairs","Honky Tonk Down Stairs"
"Mucky Pup","Mucky Pup"
"Your Ole Handy Man","Your Ole Handy Man"
"Never Say Goodbye","Never Say Goodbye"
"Calango Vascaíno","Calango Vascaíno"
"Meia Hora","Meia Hora"
"A World Without Heroes","A World Without Heroes"
"Nani","Nani"
"Noite Colorida","Noite Colorida"
"We'll Be Together","We'll Be Together"
"Mestre","Mestre"
"Celebrate Your Life","Celebrate Your Life"
"Send It","Send It"
"Secret Lives","Secret Lives"
"Without Someone","Without Someone"
"All Join Hands","All Join Hands"
"Shame","Shame"
"Geheimnis","Geheimnis"
"Troops Of Tomorrow","Troops Of Tomorrow"
"Shock On The Tube (Don't Want Love)","Shock On The Tube (Don't Want Love)"
"Nicotine Stain","Nicotine Stain"
"Os Búzios","Os Búzios"
"Tule's Blues","Tule's Blues"
"Humdrum","Humdrum"
"Meu Bem Maior","Meu Bem Maior"
"You've Got A Cold","You've Got A Cold"
"Quem Me Vê Sorrindo","Quem Me Vê Sorrindo"
"The Glory Of Love","The Glory Of Love"
"Pity","Pity"
"Caminhos","Caminhos"
"Blue Moon","Blue Moon"
"At Last","At Last"
"Infinito","Infinito"
"Chicken Farm","Chicken Farm"
"Pelas Tabelas","Pelas Tabelas"
"Mania de Possuir","Mania de Possuir"
"Mil Perdões","Mil Perdões"
"Perfume de Champagne","Perfume de Champagne"
"Am I Blue","Am I Blue"
"Clean Sheets","Clean Sheets"
"Anyplace Is Paradise","Anyplace Is Paradise"
"Inday Ng Buhay Ko","Inday Ng Buhay Ko"
"Never Stop Believing","Never Stop Believing"
"The Longest Night","The Longest Night"
"I Miss You","I Miss You"
"Pulled Up","Pulled Up"
"Eu Canto Samba","Eu Canto Samba"
"Eldorado Finale","Eldorado Finale"
"Faith In God","Faith In God"
"The Fire","The Fire"
"Where Were You","Where Were You"
"Faltando Um Pedaço","Faltando Um Pedaço"
"Me Deixa Em Paz","Me Deixa Em Paz"
"When My Baby's Beside Me","When My Baby's Beside Me"
"Gaining Through Losing","Gaining Through Losing"
"Voiceless Screaming","Voiceless Screaming"
"I Am The Resurrection","I Am The Resurrection"
"Pivete","Pivete"
"Muito Romântico","Muito Romântico"
"What Is This Thing Called Love?","What Is This Thing Called Love?"
"So Glad You're Mine","So Glad You're Mine"
"I'll Remember You","I'll Remember You"
"Ferris Wheel","Ferris Wheel"
"Ciência E Arte","Ciência E Arte"
"É Preciso Cantar","É Preciso Cantar"
"Passaredo","Passaredo"
"Acreditar","Acreditar"
"Corrente","Corrente"
"Barracão","Barracão"
"Modinha Para Gabriela","Modinha Para Gabriela"
"Seagull","Seagull"
"Shine Like Stars","Shine Like Stars"
"Admiração","Admiração"
"Hitch Hike","Hitch Hike"
"One Broken Heart for Sale","One Broken Heart for Sale"
"I've Got You Under My Skin","I've Got You Under My Skin"
"Mexico","Mexico"
"I'd Still Be There","I'd Still Be There"
"In This Life","In This Life"
"Eldorado","Eldorado"
"Crosseyed Cat","Crosseyed Cat"
"Starting Over","Starting Over"
"Tá Faltando Um Abraço","Tá Faltando Um Abraço"
"Gun Shy","Gun Shy"
"Vai Ficar Na Saudade","Vai Ficar Na Saudade"
"E Que Deus Ajude","E Que Deus Ajude"
"Awake","Awake"
"Eleanor Rigby","Eleanor Rigby"
"Sowing Seeds","Sowing Seeds"
"Subway","Subway"
"My Little Underground","My Little Underground"
"True Blue","True Blue"
"Port Royal","Port Royal"
"Haunting The Chapel","Haunting The Chapel"
"Pipeline","Pipeline"
"Easy As It Seems","Easy As It Seems"
"Gotta Broken Heart Again","Gotta Broken Heart Again"
"Crazy You","Crazy You"
"Two Cents Worth","Two Cents Worth"
"You're Still My Woman","You're Still My Woman"
"Don't Drop That Bomb On Me","Don't Drop That Bomb On Me"
"Sound","Sound"
"What Am I Supposed to Believe","What Am I Supposed to Believe"
"Saturn Nights","Saturn Nights"
"In Fear of Fear","In Fear of Fear"
"Love's Great Adventure","Love's Great Adventure"
"You Trip Me Up","You Trip Me Up"
"(That's What You Get) For Lovin' Me","(That's What You Get) For Lovin' Me"
"Black Crow Blues","Black Crow Blues"
"A Spanish Piece","A Spanish Piece"
"Ding Dong, Ding Dong","Ding Dong, Ding Dong"
"The Hobo Song","The Hobo Song"
"Só Pra Variar","Só Pra Variar"
"Trifixion","Trifixion"
"Adolescente","Adolescente"
"Back To The 80's","Back To The 80's"
"I Wonder","I Wonder"
"O Barquinho","O Barquinho"
"Tramp","Tramp"
"Funland at the Beach","Funland at the Beach"
"Second Coming","Second Coming"
"Mundo Deserto","Mundo Deserto"
"Tarzan's Nuts","Tarzan's Nuts"
"Black Juju","Black Juju"
"Sometimes","Sometimes"
"Found a Job","Found a Job"
"Agoniza Mas Não Morre","Agoniza Mas Não Morre"
"The Same Old Sun","The Same Old Sun"
"The Overload","The Overload"
"Novo Aeon","Novo Aeon"
"Ninguém Vive Sem Amor","Ninguém Vive Sem Amor"
"Hell Cat","Hell Cat"
"Slice Of Life","Slice Of Life"
"Light of the World","Light of the World"
"Stonewall","Stonewall"
"Sorri Pra Bahia","Sorri Pra Bahia"
"Phantasmagoria","Phantasmagoria"
"Troubleshooter","Troubleshooter"
"Who Was That Masked Man","Who Was That Masked Man"
"Big Dumb Sex","Big Dumb Sex"
"Greatest Show On Earth","Greatest Show On Earth"
"Minha Velha Guitarra","Minha Velha Guitarra"
"Farewell","Farewell"
"Diamond Head","Diamond Head"
"I Remember When","I Remember When"
"The Day The World Gets 'Round","The Day The World Gets 'Round"
"Falling In Love","Falling In Love"
"Believe Me","Believe Me"
"Magic Mirror","Magic Mirror"
"Canta Meu Povo","Canta Meu Povo"
"Guardians","Guardians"
"Gitano","Gitano"
"No Compute","No Compute"
"Soy Como Soy","Soy Como Soy"
"Stone Flower","Stone Flower"
"Just Go Away","Just Go Away"
"The Guests","The Guests"
"Never, Neverland","Never, Neverland"
"Harry Hippie","Harry Hippie"
"Wintertime","Wintertime"
"Ravine","Ravine"
"The Kids","The Kids"
"Allies","Allies"
"Nathan La Franeer","Nathan La Franeer"
"Fascination Street","Fascination Street"
"All I Ever Wanted","All I Ever Wanted"
"Sei Chorar","Sei Chorar"
"Heartbroke","Heartbroke"
"Os Números","Os Números"
"Killer","Killer"
"Sisotowbell Lane","Sisotowbell Lane"
"Hazel","Hazel"
"Maria Bonita","Maria Bonita"
"El Ultimo Verano","El Ultimo Verano"
"Don't Bring Me Down","Don't Bring Me Down"
"Los Angeles","Los Angeles"
"Evil Warning","Evil Warning"
"Segure Tudo","Segure Tudo"
"Banquet","Banquet"
"Come Rain Or Come Shine","Come Rain Or Come Shine"
"Amor En Contra","Amor En Contra"
"No Expectations","No Expectations"
"Why Baby Why","Why Baby Why"
"Ignore The Machine","Ignore The Machine"
"In Good Faith","In Good Faith"
"Playground","Playground"
"Lookin' For A Love","Lookin' For A Love"
"Lia","Lia"
"Hermes Trismegisto Escreveu","Hermes Trismegisto Escreveu"
"Dog River Blues","Dog River Blues"
"Shrivel-Up","Shrivel-Up"
"She's So European","She's So European"
"Feira Moderna","Feira Moderna"
"The Place I Love","The Place I Love"
"Happiness Runs","Happiness Runs"
"Billy Hunt","Billy Hunt"
"Desencontro","Desencontro"
"Give Me Your Kisses","Give Me Your Kisses"
"Torpedo Girl","Torpedo Girl"
"Morriñas","Morriñas"
"Believe Me","Believe Me"
"Detroit City","Detroit City"
"Another Day","Another Day"
"Yellow Roses","Yellow Roses"
"Tap Into The Power","Tap Into The Power"
"Desde Aquele Dia","Desde Aquele Dia"
"Acredita","Acredita"
"Partyup","Partyup"
"Out That Door","Out That Door"
"Thundercats","Thundercats"
"Vozes","Vozes"
"Tímida","Tímida"
"Sentimental Journey","Sentimental Journey"
"For Heaven's Sake","For Heaven's Sake"
"Grendel","Grendel"
"Bang Bang You","Bang Bang You"
"Arrivederci Roma","Arrivederci Roma"
"It's All In The Game","It's All In The Game"
"Fall","Fall"
"No Point","No Point"
"Miss Ann","Miss Ann"
"Sittin' In The Balcony","Sittin' In The Balcony"
"Minueto","Minueto"
"Judas","Judas"
"Young Dreams","Young Dreams"
"Shot Me Down","Shot Me Down"
"Leve Sensação","Leve Sensação"
"To Play Some Music","To Play Some Music"
"Days","Days"
"New Feeling","New Feeling"
"I'm Leavin'","I'm Leavin'"
"I Want Your Love","I Want Your Love"
"Amanhã","Amanhã"
"Citizen Ship","Citizen Ship"
"Placa De Venda","Placa De Venda"
"The Bed","The Bed"
"I've Lost You","I've Lost You"
"The Worst Band In The World","The Worst Band In The World"
"Mar Bravio","Mar Bravio"
"The Fat Angel","The Fat Angel"
"See You In Your Dreams","See You In Your Dreams"
"Viu","Viu"
"Take These Chains","Take These Chains"
"Esfinge","Esfinge"
"Little Too Late","Little Too Late"
"Turma da Xuxa","Turma da Xuxa"
"Alguém Me Avisou","Alguém Me Avisou"
"Sete Meninas","Sete Meninas"
"Quem Me Levará Sou Eu","Quem Me Levará Sou Eu"
"Obrigada, Pelas Flores","Obrigada, Pelas Flores"
"Famous Last Words Of A Fool","Famous Last Words Of A Fool"
"Amante Amado","Amante Amado"
"Then She Kissed Me","Then She Kissed Me"
"Miragem","Miragem"
"Metrô Linha 743","Metrô Linha 743"
"Beautiful Music","Beautiful Music"
"Vuelo","Vuelo"
"Coração Noturno","Coração Noturno"
"Lady","Lady"
"All Of Me","All Of Me"
"Desastre Mental","Desastre Mental"
"Let It Be Me","Let It Be Me"
"Surrender","Surrender"
"Coconut Skins","Coconut Skins"
"Ill in the Head","Ill in the Head"
"Real Good Time Together","Real Good Time Together"
"Someday","Someday"
"Young Love","Young Love"
"Sa Lumang Simbahan","Sa Lumang Simbahan"
"The Last Shot","The Last Shot"
"Bosnia","Bosnia"
"Why","Why"
"It Ain't Cool To Be Crazy About You","It Ain't Cool To Be Crazy About You"
"And Your Bird Can Sing","And Your Bird Can Sing"
"Boa Vida","Boa Vida"
"The Second Sitting For The Last Supper","The Second Sitting For The Last Supper"
"Here I Am","Here I Am"
"That Girl","That Girl"
"Pudera","Pudera"
"For You","For You"
"Yesterday","Yesterday"
"Mi Cocodrilo Verde","Mi Cocodrilo Verde"
"Need Your Love","Need Your Love"
"Go On Cry","Go On Cry"
"As Dores do Mundo","As Dores do Mundo"
"Não Sou Mais Disso","Não Sou Mais Disso"
"Memórias","Memórias"
"Frozen Notes","Frozen Notes"
"Maraçá","Maraçá"
"The Shaman","The Shaman"
"Minha Missão","Minha Missão"
"Seduzir","Seduzir"
"Pra Que Chorar","Pra Que Chorar"
"Rodésia","Rodésia"
"Prelúdio","Prelúdio"
"Moleque Maravilhoso","Moleque Maravilhoso"
"Meu Compromisso","Meu Compromisso"
"O Rei do Gado","O Rei do Gado"
"Ilusão","Ilusão"
"Skunk","Skunk"
"Eu Amo Você","Eu Amo Você"
"Tu És Santo","Tu És Santo"
"Te Amo","Te Amo"
"Multifoiled","Multifoiled"
"Big Yellow Taxi","Big Yellow Taxi"
"Funny How Time Slips Away","Funny How Time Slips Away"
"Nuit","Nuit"
"Let Me Try Again","Let Me Try Again"
"Tenderness","Tenderness"
"Gorilla, You're a Desperado","Gorilla, You're a Desperado"
"Minha Verdade","Minha Verdade"
"Bicharada","Bicharada"
"Piuí Piuí Piuí","Piuí Piuí Piuí"
"Sinal Fechado","Sinal Fechado"
"Hybrid","Hybrid"
"Outside My Window","Outside My Window"
"Perigo","Perigo"
"Revelação","Revelação"
"Excuse Me","Excuse Me"
"Star Sign","Star Sign"
"Eclipse","Eclipse"
"The Upstairs Room","The Upstairs Room"
"Just One Kiss","Just One Kiss"
"Children Of England","Children Of England"
"A Corujinha","A Corujinha"
"Eu Agradeço","Eu Agradeço"
"King Is White And In The Crowd","King Is White And In The Crowd"
"Feel So Close","Feel So Close"
"Slowburn","Slowburn"
"The Cut Runs Deep","The Cut Runs Deep"
"Run For Your Life","Run For Your Life"
"Detox Mansion","Detox Mansion"
"The Good Thing","The Good Thing"
"Burning","Burning"
"Children Of This Time","Children Of This Time"
"X-Bitches","X-Bitches"
"The Clock Ticks On","The Clock Ticks On"
"I.O.U.","I.O.U."
"Someone","Someone"
"Wardrope","Wardrope"
"We Don't Eat","We Don't Eat"
"Psychoticbumpschool","Psychoticbumpschool"
"Krisco Kisses","Krisco Kisses"
"I Want To Live","I Want To Live"
"(I'm Always Touched By Your) Presence, Dear","(I'm Always Touched By Your) Presence, Dear"
"Wail Of Sumer","Wail Of Sumer"
"At The Gates Of Silent Memory","At The Gates Of Silent Memory"
"Rodzinny Dom","Rodzinny Dom"
"Losing Touch","Losing Touch"
"Kiss To Kiss","Kiss To Kiss"
"Talkin' 'Bout You","Talkin' 'Bout You"
"Casa de Bamba","Casa de Bamba"
"Shocked","Shocked"
"Medicine Train","Medicine Train"
"The Right Time","The Right Time"
"Home","Home"
"Set The House Ablaze","Set The House Ablaze"
"As Abelhas","As Abelhas"
"Does Anybody Out There Even Care","Does Anybody Out There Even Care"
"225","225"
"I'll Take You Home Again Kathleen","I'll Take You Home Again Kathleen"
"My World","My World"
"Christmas Vacation","Christmas Vacation"
"Men With Broken Hearts","Men With Broken Hearts"
"What About Me","What About Me"
"Cry To Heaven","Cry To Heaven"
"Isms","Isms"
"Friends Will Be Friends","Friends Will Be Friends"
"There We Are","There We Are"
"Naturally","Naturally"
"Maximum Joy","Maximum Joy"
"Chasing Shadows","Chasing Shadows"
"A Maçã","A Maçã"
"Spre Mare","Spre Mare"
"Close My Eyes","Close My Eyes"
"Ain't Misbehavin'","Ain't Misbehavin'"
"With A Child's Heart","With A Child's Heart"
"Just My Imagination","Just My Imagination"
"It's Too Bad","It's Too Bad"
"Just Tell Her Jim Said Hello","Just Tell Her Jim Said Hello"
"Mirage","Mirage"
"Love Serenade","Love Serenade"
"Ten Foot Pole","Ten Foot Pole"
"Ask Me","Ask Me"
"So Many Sides Of You","So Many Sides Of You"
"Party on the Patio","Party on the Patio"
"Leave","Leave"
"Y Aunque Te Haga Calor","Y Aunque Te Haga Calor"
"Non Stop","Non Stop"
"Carinha Laroca","Carinha Laroca"
"Love Crimes","Love Crimes"
"Heartkiller","Heartkiller"
"Kansas City","Kansas City"
"Con Tu Amor","Con Tu Amor"
"Sun","Sun"
"Pressing On","Pressing On"
"Hey Manhattan!","Hey Manhattan!"
"Ubangi Stomp","Ubangi Stomp"
"What Does It Take (To Win Your Love)","What Does It Take (To Win Your Love)"
"We Are Hungry Men","We Are Hungry Men"
"Boogie Woogie Country Man","Boogie Woogie Country Man"
"The Awakening","The Awakening"
"Cocaine Carolina","Cocaine Carolina"
"Bessie Smith","Bessie Smith"
"Tanto Amar","Tanto Amar"
"Padre","Padre"
"The Best Was Yet To Come","The Best Was Yet To Come"
"Terra Nova","Terra Nova"
"Bull Rider","Bull Rider"
"Stay","Stay"
"Emily","Emily"
"You Can't Miss What You Can't Measure","You Can't Miss What You Can't Measure"
"Sparkle","Sparkle"
"Barbarella","Barbarella"
"Não Desisto de Ti","Não Desisto de Ti"
"Eu Esqueci-me de Viver","Eu Esqueci-me de Viver"
"Big Boss Man","Big Boss Man"
"Victim","Victim"
"After We Make Love","After We Make Love"
"It Slipped My Mind","It Slipped My Mind"
"Tears","Tears"
"Não Te Quero Santa","Não Te Quero Santa"
"It's All Over Now","It's All Over Now"
"Lovely Rita","Lovely Rita"
"Carry On","Carry On"
"Songbird","Songbird"
"Artificial Energy","Artificial Energy"
"Another Grey Morning","Another Grey Morning"
"Takin' My Love","Takin' My Love"
"She Wants To Dance With Me","She Wants To Dance With Me"
"You're a Heartbreaker","You're a Heartbreaker"
"Alexander's Ragtime Band","Alexander's Ragtime Band"
